Well	Sample	Sample Type	Target	Target Type	Dye	Cq	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
D2	1	unkn	Exon 1	toi	SYBRGreen I	-1.0	632.9	614.01	608.11	600.39	605.6	613.9	607.89	605.66	603.15	612.24	607.85	610.04	611.94	614.05	615.59	612.66	610.14	608.69	618.47	618.19	621.56	640.6	668.78	718.07	796.45	931.54	1132.44	1383.93	1644.19	1880	2070.26	2244.59	2354.96	2471.25	2544.95	2596.56	2661.77	2690.66
D3	1	unkn	Exon 2	toi	SYBRGreen I	25.466	602.99	580.69	572.58	571.58	566.33	563.7	569.99	577.47	566.23	579.48	579.05	576.17	570.23	570.63	574.79	579.71	583.01	589.21	582.9	590.45	594.49	625.71	676.01	749.13	875.26	1089.01	1420.19	1752.34	2107.59	2387.72	2593.54	2761.92	2855.89	2954.99	3024.08	3059.61	3062.07	3102.64
D4	1	unkn	Exon 2	toi	SYBRGreen I	25.552	618.16	597.46	591.73	596.86	602.38	592.31	606.19	592.71	601.79	607.56	598.36	601.98	605.48	610.66	606.88	605.55	603.94	615.78	612.67	618.55	631.66	653.22	691.49	745.64	865.08	1042.38	1361.9	1664.19	1978.43	2246.99	2456.4	2577.06	2697.22	2773.31	2821.51	2844.5	2909.64	2902.31
D5	1	unkn	Exon 3	toi	SYBRGreen I	26.072	812.25	735.04	733.15	733.1	727.34	724	744.5	752.27	750.53	764.07	756.02	772.33	763.74	773.04	756.2	759.81	758.34	769.38	767.4	773.95	776.26	802.7	823.41	876.55	989.6	1166.23	1480.37	1909.01	2377.98	2861.34	3280.36	3590.53	3839.22	4020.05	4111.1	4230.45	4331.66	4348.74
D6	1	unkn	Exon 3	toi	SYBRGreen I	26.716	672.09	650.51	637.67	647.16	638.74	628.71	647.08	634.58	648.6	641.39	641.07	651.91	643.31	647.32	640.87	652.34	646.22	642.33	644.7	632.88	656.08	666.96	681.98	720.31	784.59	901.94	1103.71	1361.94	1671.44	1951.46	2207.52	2388.65	2557.33	2663.15	2735.5	2798.4	2849.34	2890.43
D7	1	unkn	ZNF80	ref	SYBRGreen I	24.593	752.5	730.59	725.85	717.94	725.34	717.61	722.32	731.73	729.06	738.3	736.46	741.63	741.38	737.4	747.79	733.24	735.81	751.47	751.48	773.29	788.08	822.84	884.32	1009.25	1205.43	1465.52	1794.49	2051.47	2297.49	2498.06	2650.64	2749.98	2849.77	2908.06	2970.09	2996.24	3043.03	3080.58
D8	1	unkn	ZNF80	ref	SYBRGreen I	23.692	1073.79	1033.3	1026.39	1032.84	1028.44	1032.96	1030.31	1037.17	1020.48	1042.28	1037.92	1039.76	1032.85	1056.95	1052.16	1061.89	1059.5	1054.48	1061.48	1093.73	1116.36	1175.24	1301.13	1497.23	1828.57	2287.82	2882.61	3376.39	3814.26	4193.87	4486.49	4727.25	4874.07	4987.86	5076.96	5161.88	5243.4	5253.86
D9	1	unkn	GPR15	ref	SYBRGreen I	-1.0	714.58	712.53	698.77	703.24	702.86	702.39	700.28	695.18	697.87	704.12	706.43	702.92	700.94	706.75	709.52	708.84	706.91	722.89	715.68	737.35	749.25	785.88	854.75	951.78	1133.39	1328.99	1573.74	1752.43	1952.37	2113.28	2241.67	2366.44	2429.65	2518.31	2598.61	2651.8	2708.52	2744.35
D10	1	unkn	GPR15	ref	SYBRGreen I	-1.0	759.09	731.47	723.64	726.79	731.56	726.27	730.51	725.38	732.3	728.37	740.94	744.09	736.19	735.36	746.9	736.33	740.7	748.47	745.62	754.68	784.88	818	874.02	983.06	1160.45	1390.67	1636.4	1831.85	2029.17	2216.06	2361.96	2477.75	2602.32	2674.32	2764.4	2826.17	2869.96	2914.37
D11	NTC	ntc	ZNF80	ref	SYBRGreen I	-1.0	672.26	642.4	626.8	631.86	630.93	625.35	628.46	623.38	630.24	639.93	638.75	630.24	627.97	630.41	632.36	635.38	628.51	631.44	623.07	633.11	627.04	627.03	625.22	631.34	617.05	604.33	610.04	585.5	582.17	576.85	572.83	578.94	576.73	594.1	600.76	652.15	734.06	889.24
D12	NTC	ntc	ZNF80	ref	SYBRGreen I	37.127	618.09	630.96	631.8	641.96	632.39	640.82	645.13	637.64	641.99	638.91	634.67	647.57	638.86	645.91	655.28	645.85	639.1	641.63	650.58	652.64	650.55	644.73	654.13	643.83	650.95	646.74	650.98	652.73	652.96	663.29	649.41	661.28	697.04	713.74	773.71	893.54	1102.24	1393.16
E1	2	unkn	Exon 1	toi	SYBRGreen I	-1.0	530.75	531.93	537.05	540.04	530.38	538.69	530.77	531.32	534.58	534.07	523.81	528.1	522.54	526.67	520.11	526.62	521.17	526.88	519.51	526.53	519.6	523.34	537.24	546.2	584.58	665	765.38	937.15	1115.65	1321.25	1505.59	1661.86	1792.74	1889.55	1969.71	2028.56	2073.86	2108.56
E2	2	unkn	Exon 1	toi	SYBRGreen I	-1.0	655.93	637.27	624.16	628.92	612.81	620.62	619.73	615.14	614.37	614.78	609.14	613.31	596.37	604.86	598.77	605.35	605.03	604.7	600.8	596.19	615.43	608.58	624.62	638.92	684.74	774.09	892.64	1088.27	1336.64	1623.25	1888.22	2109.06	2298.46	2420.91	2548.45	2640.84	2714.29	2743.36
E3	2	unkn	Exon 2	toi	SYBRGreen I	27.101	576.31	547.93	532.6	521.03	524.49	525.83	523.22	519.02	517.18	516.55	518.56	514.84	516.01	509.52	505.73	510.22	516.9	506.97	508.41	507.62	517.08	524.18	534.09	571.54	634.25	751.01	933.9	1189.35	1533.91	1886.32	2169.25	2378.95	2539.36	2642.29	2740.88	2776.31	2827.05	2847.1
E4	2	unkn	Exon 2	toi	SYBRGreen I	26.667	611.22	566.14	555.15	538.19	546.17	535.85	533.15	533.3	525.6	537.11	534.53	538.23	535.37	534.49	532.6	526.5	530.89	533.31	530.79	528.85	534.27	547.8	564.77	597.42	673.25	790.03	1010.78	1328.07	1724.58	2143.79	2504.84	2771.35	2975.11	3089.43	3193.26	3255.15	3328.78	3359.01
E5	2	unkn	Exon 3	toi	SYBRGreen I	26.577	726.57	696.21	693.41	684.98	673.08	667.74	664.33	670.19	659.53	656.68	660.84	644.9	659.76	657.86	658.5	657.4	651.97	650.6	649.07	678.86	660.44	671.39	696.58	725.71	823.33	958.76	1252.83	1630.63	2071.43	2500.44	2880.68	3179.08	3438.78	3583.66	3724.08	3797.38	3904.23	3929.57
E6	2	unkn	Exon 3	toi	SYBRGreen I	27.456	791.69	756.92	732.1	728.07	716.75	713.54	707.21	714.73	698.53	704.55	703.86	706.55	704.79	700.59	692.86	712.32	700.05	695.21	689.66	700.7	693.21	713.4	717.96	750.12	820.16	941.36	1182.26	1517.29	1920.88	2314.08	2656.37	2934.1	3146.3	3296.86	3423.5	3527.95	3600.16	3640.02
E7	2	unkn	ZNF80	ref	SYBRGreen I	24.952	856.57	826.69	791.85	799.11	781.6	792.46	785.97	784.65	795.41	785.35	781.85	786.73	783.02	776.39	787.33	786.89	775.88	783.28	778.71	798.96	817.38	840.09	917.38	1012.71	1202.71	1503.72	1877.49	2178.41	2453.2	2685.72	2872.49	3014.21	3120.12	3215.73	3266.45	3297.54	3366.47	3382.16
E8	2	unkn	ZNF80	ref	SYBRGreen I	-1.0	918.98	892.05	870.11	860.93	860.48	863.92	851.02	858.62	851.36	865.43	845.7	873.93	865.49	863.08	864.79	871.25	864.75	877.61	877.25	877.05	909.76	947.31	1011.09	1161.22	1388.63	1730.71	2190.35	2557.29	2912.65	3215.4	3434.34	3613.2	3734.61	3823.36	3910.16	3954.96	4012.94	4051.15
